,Date,Commodity,Commodity Details,Measurement,Unit,Unit Details,Domain Category,Value
3642,2016-11,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3643,2016-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3644,2016-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3645,2016-11,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3646,2016-11,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3647,2016-11,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3648,2016-11,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,11.7
3649,2016-11,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,11.7
3650,2016-11,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
3651,2016-11,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.1
3652,2016-11,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3653,2016-11,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3654,2016-11,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3655,2016-11,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3656,2016-11,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3657,2016-11,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3658,2016-11,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3659,2016-11,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3660,2016-11,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,3
3661,2016-11,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3662,2016-11,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3663,2016-10,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED,0.252
3664,2016-10,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3665,2016-10,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3666,2016-10,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3667,2016-10,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,60.2
3668,2016-10,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,8
3669,2016-10,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
3670,2016-10,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,260
3671,2016-10,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
3672,2016-10,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11.3
3673,2016-10,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,24.12
3674,2016-10,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,26.43
3675,2016-10,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3676,2016-10,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3677,2016-10,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3678,2016-10,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3679,2016-10,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3680,2016-10,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,151
3681,2016-10,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,10
3682,2016-10,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,135
3683,2016-10,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,155
3684,2016-10,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.21
3685,2016-10,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.41
3686,2016-10,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,52.4
3687,2016-10,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,36.18
3688,2016-10,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,42.57
3689,2016-10,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3690,2016-10,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3691,2016-10,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,8.58
3692,2016-10,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.32
3693,2016-10,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,26
3694,2016-10,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.8
3695,2016-10,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.46
3696,2016-10,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3697,2016-10,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3698,2016-10,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3699,2016-10,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3700,2016-10,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3701,2016-10,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3702,2016-10,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3703,2016-10,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3704,2016-10,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3705,2016-10,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,8.58
3706,2016-10,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.32
3707,2016-10,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,26
3708,2016-10,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,13.8
3709,2016-10,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,16.46
3710,2016-10,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3711,2016-10,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3712,2016-10,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,11.5
3713,2016-10,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,11.5
3714,2016-10,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED, (S)
3715,2016-10,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14
3716,2016-10,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3717,2016-10,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3718,2016-10,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3719,2016-10,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3720,2016-10,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3721,2016-10,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3722,2016-10,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3723,2016-10,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3724,2016-10,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
3725,2016-10,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3726,2016-10,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3727,2016-09,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED,0.292
3728,2016-09,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3729,2016-09,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3730,2016-09,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3731,2016-09,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,79.9
3732,2016-09,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
3733,2016-09,CORN,GRAIN,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (NA)
3734,2016-09,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
3735,2016-09,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
3736,2016-09,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3737,2016-09,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3738,2016-09,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3739,2016-09,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3740,2016-09,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3741,2016-09,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3742,2016-09,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3743,2016-09,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,150
3744,2016-09,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,11
3745,2016-09,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,130
3746,2016-09,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,155
3747,2016-09,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,31.29
3748,2016-09,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,37.5
3749,2016-09,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,52.5
3750,2016-09,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,36.28
3751,2016-09,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,42.67
3752,2016-09,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3753,2016-09,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3754,2016-09,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,8.61
3755,2016-09,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.36
3756,2016-09,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,27.1
3757,2016-09,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.9
3758,2016-09,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.56
3759,2016-09,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3760,2016-09,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3761,2016-09,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3762,2016-09,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3763,2016-09,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3764,2016-09,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3765,2016-09,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3766,2016-09,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3767,2016-09,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3768,2016-09,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,8.61
3769,2016-09,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.36
3770,2016-09,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,27.1
3771,2016-09,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,14.9
3772,2016-09,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,17.56
3773,2016-09,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3774,2016-09,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3775,2016-09,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,19.6
3776,2016-09,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,10.4
3777,2016-09,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20.3
3778,2016-09,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,16.3
3779,2016-09,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3780,2016-09,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3781,2016-09,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (S)
3782,2016-09,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3783,2016-09,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3784,2016-09,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (S)
3785,2016-09,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (S)
3786,2016-09,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3787,2016-09,WHEAT,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,2
3788,2016-09,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3789,2016-09,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3790,2015-04,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (S)
3791,2015-04,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3792,2015-04,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3793,2015-04,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,59.5
3794,2015-04,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
3795,2015-04,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
3796,2015-04,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
3797,2015-04,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,12.2
3798,2015-04,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,8.82
3799,2015-04,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,11.15
3800,2015-04,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3801,2015-04,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3802,2015-04,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3803,2015-04,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3804,2015-04,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3805,2015-04,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,208
3806,2015-04,HAY,,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,7
3807,2015-04,HAY,(EXCL ALFALFA),PRICE RECEIVED,$ / TON,,NOT SPECIFIED,175
3808,2015-04,HAY,ALFALFA,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,215
3809,2015-04,LEMONS,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,21.65
3810,2015-04,LEMONS,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,27.44
3811,2015-04,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,46.1
3812,2015-04,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,30.51
3813,2015-04,LEMONS,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,36.65
3814,2015-04,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3815,2015-04,LEMONS,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3816,2015-04,ORANGES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,11.45
3817,2015-04,ORANGES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.11
3818,2015-04,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,28.6
3819,2015-04,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,16.6
3820,2015-04,ORANGES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.21
3821,2015-04,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,11.52
3822,2015-04,ORANGES,MID & NAVEL,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,14.18
3823,2015-04,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED,29
3824,2015-04,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,17.04
3825,2015-04,ORANGES,"MID & NAVEL, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,19.65
3826,2015-04,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3827,2015-04,ORANGES,"MID & NAVEL, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3828,2015-04,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3829,2015-04,ORANGES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3830,2015-04,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3831,2015-04,ORANGES,VALENCIA,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3832,2015-04,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3833,2015-04,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3834,2015-04,ORANGES,"VALENCIA, FRESH MARKET",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3835,2015-04,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3836,2015-04,ORANGES,"VALENCIA, PROCESSING",PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3837,2015-04,POTATOES,,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,14.3
3838,2015-04,POTATOES,FALL,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,9.2
3839,2015-04,POTATOES,SPRING,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,19.6
3840,2015-04,RICE,MEDIUM-SHORT GRAIN,PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,20.8
3841,2015-04,TANGERINES,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3842,2015-04,TANGERINES,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3843,2015-04,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3844,2015-04,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3845,2015-04,TANGERINES,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3846,2015-04,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3847,2015-04,TANGERINES,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3848,2015-04,WHEAT,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3849,2015-04,WHEAT,"SPRING, DURUM",PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3850,2015-04,WHEAT,WINTER,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3851,2015-08,APPLES,FRESH MARKET,PRICE RECEIVED,$ / LB,,NOT SPECIFIED,0.44
3852,2015-08,BARLEY,,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3853,2015-08,BARLEY,FEED,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (D)
3854,2015-08,BARLEY,MALTING,PRICE RECEIVED,$ / BU,,NOT SPECIFIED, (S)
3855,2015-08,BEANS,"DRY EDIBLE, INCL CHICKPEAS",PRICE RECEIVED,$ / CWT,,NOT SPECIFIED,59
3856,2015-08,BEANS,"DRY EDIBLE, INCL CHICKPEAS",SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,4
3857,2015-08,COTTON,COTTONSEED,PRICE RECEIVED,$ / TON,,NOT SPECIFIED, (NA)
3858,2015-08,COTTON,UPLAND,PRICE RECEIVED,$ / LB,,NOT SPECIFIED, (D)
3859,2015-08,COTTON,UPLAND,SALES,PCT OF MKTG YEAR,,NOT SPECIFIED,17
3860,2015-08,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED,5.63
3861,2015-08,GRAPEFRUIT,,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED,8.48
3862,2015-08,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,FOB,NOT SPECIFIED, (D)
3863,2015-08,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3864,2015-08,GRAPEFRUIT,FRESH MARKET,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3865,2015-08,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,ON TREE EQUIV,NOT SPECIFIED, (D)
3866,2015-08,GRAPEFRUIT,PROCESSING,PRICE RECEIVED,$ / BOX,PHD EQUIV,NOT SPECIFIED, (D)
3867,2015-08,HAY,,PRICE RECEIVED,$ / TON,,NOT SPECIFIED,157
